Unnamed: 0,Владение1,Владение2,Удары по воротам1,Удары по воротам2,Удары в створ1,Удары в створ2,Удары мимо1,Удары мимо2,Фолы1,Фолы2,Угловые удары1,Угловые удары2,Штрафные удары1,Штрафные удары2,Вне игры1,Вне игры2,Команда1,Команда2,Голы1,Голы2,Результат
0,43,57,5,12,3,9,2,3,6,13,1,1,13,6,2,4,Вест Хэм , Манчестер Сити,0,5,2
1,52,48,10,7,3,3,7,4,10,19,3,4,17,9,1,1,Борнмут , Шеффилд Юнайтед,1,1,0
2,47,53,8,8,4,3,4,5,6,12,2,7,11,6,5,1,Бернли , Саутгемптон,3,0,1
3,36,64,2,6,2,3,0,3,16,14,6,2,12,16,4,0,Кристал Пэлас , Эвертон,0,0,0
4,49,51,7,5,3,3,4,2,15,11,5,2,11,14,0,3,Уотфорд , Брайтон,0,3,2
5,70,30,21,6,7,4,14,2,13,9,14,0,9,13,1,0,Тоттенхэм , Астон Вилла,3,1,1
6,39,61,6,6,2,2,4,4,12,7,5,3,7,11,1,3,Ньюкасл , Арсенал,0,1,2
7,70,30,11,6,1,2,10,4,3,13,12,3,11,3,0,1,Лестер , Вулверхэмптон,0,0,0
8,47,53,7,14,5,7,2,7,15,13,3,5,12,15,2,0,Манчестер Юнайтед , Челси,4,0,1
9,67,33,12,14,9,5,3,9,13,11,10,7,9,11,5,1,Арсенал , Бернли,2,1,1
10,37,63,10,12,3,6,7,6,10,6,5,9,4,9,4,1,Саутгемптон , Ливерпуль,1,2,2
11,57,43,13,7,4,3,9,4,11,10,8,6,10,11,2,4,Брайтон , Вест Хэм,1,1,0
12,62,38,16,8,7,4,9,4,10,13,11,5,13,10,5,2,Астон Вилла , Борнмут,1,2,2
13,63,37,11,11,8,4,3,7,9,11,7,5,11,9,2,1,Норвич , Ньюкасл,3,1,1
14,45,55,8,6,2,2,6,4,11,11,4,7,10,11,3,1,Эвертон , Уотфорд,1,0,1
15,55,45,18,3,10,2,8,1,14,4,13,2,4,13,3,1,Манчестер Сити , Тоттенхэм,2,2,0
16,43,57,9,4,3,4,6,0,16,11,8,4,10,16,0,1,Шеффилд Юнайтед , Кристал Пэлас,1,0,1
17,50,50,12,10,5,3,7,7,9,14,4,5,14,9,3,3,Челси , Лестер,1,1,0
18,35,65,5,6,2,2,3,4,17,8,4,6,6,17,1,1,Вулверхэмптон , Манчестер Юнайтед,1,1,0
19,36,64,5,8,3,1,2,7,10,18,0,6,17,10,8,1,Астон Вилла , Эвертон,2,0,1
20,47,53,6,13,5,8,1,5,9,9,1,8,7,8,0,0,Норвич , Челси,2,3,2
21,50,50,5,6,2,2,3,4,11,6,7,4,6,11,1,5,Шеффилд Юнайтед , Лестер,1,2,2
22,54,46,13,14,3,10,10,4,12,11,8,7,11,12,1,2,Уотфорд , Вест Хэм,1,3,2
23,71,29,16,4,3,3,13,1,8,18,8,1,18,7,0,0,Манчестер Юнайтед , Кристал Пэлас,1,2,2
24,50,50,9,9,3,4,6,5,9,10,8,5,10,9,1,0,Брайтон , Саутгемптон,0,2,2
25,52,48,11,7,5,3,6,4,8,5,6,4,4,7,1,4,Ливерпуль , Арсенал,3,1,1
26,27,73,9,9,7,5,2,4,7,13,4,5,13,7,2,4,Борнмут , Манчестер Сити,1,3,2
27,80,20,10,5,2,3,8,2,10,5,6,6,5,10,1,4,Тоттенхэм , Ньюкасл,0,1,2
28,65,35,10,10,2,4,8,6,9,11,4,3,11,9,1,1,Вулверхэмптон , Бернли,1,1,0
29,42,58,7,17,2,8,5,9,17,7,2,3,6,15,0,1,Саутгемптон , Манчестер Юнайтед,1,1,0
30,62,38,10,7,5,2,5,5,6,11,3,4,11,6,2,0,Челси , Шеффилд Юнайтед,2,2,0
31,55,45,11,4,6,2,5,2,9,11,4,5,10,9,2,1,Лестер , Борнмут,3,1,1
32,53,47,14,3,6,2,8,1,10,6,8,1,6,9,1,3,Манчестер Сити , Брайтон,4,0,1
33,52,48,15,5,5,2,10,3,15,16,13,2,15,15,2,0,Кристал Пэлас , Астон Вилла,1,0,1
34,49,51,8,8,5,3,3,5,5,11,6,5,11,5,6,0,Ньюкасл , Уотфорд,1,1,0
35,49,51,15,6,8,3,7,3,16,10,8,2,10,15,2,3,Вест Хэм , Норвич,2,0,1
36,37,63,6,9,2,7,4,2,10,16,6,4,15,10,5,1,Бернли , Ливерпуль,0,3,2
37,58,42,9,6,6,5,3,1,12,12,7,7,12,12,1,2,Эвертон , Вулверхэмптон,3,2,1
38,54,46,18,12,8,9,10,3,13,19,11,6,18,13,3,1,Арсенал , Тоттенхэм,2,2,0
39,75,25,18,5,9,1,9,4,5,4,10,1,4,5,2,8,Ливерпуль , Ньюкасл,3,1,1
40,46,54,8,13,4,6,4,7,8,11,7,5,10,8,1,1,Вулверхэмптон , Челси,2,5,2
41,64,36,12,8,5,6,7,2,19,11,4,3,11,19,1,0,Тоттенхэм , Кристал Пэлас,4,0,1
42,49,51,12,10,4,7,8,3,10,7,12,6,6,10,3,1,Шеффилд Юнайтед , Саутгемптон,0,1,2
43,62,38,12,7,5,1,7,6,13,7,3,6,7,13,2,2,Брайтон , Бернли,1,1,0
44,42,58,10,7,5,3,5,4,14,14,3,9,14,14,0,2,Манчестер Юнайтед , Лестер,1,0,1
45,32,68,6,14,3,8,3,6,8,7,3,16,7,8,1,0,Норвич , Манчестер Сити,3,2,1
46,41,59,11,10,6,5,5,5,5,14,7,7,14,4,4,0,Борнмут , Эвертон,3,1,1
47,52,48,25,6,10,4,15,2,14,4,7,1,4,12,1,0,Уотфорд , Арсенал,2,2,0
48,47,53,9,6,5,1,4,5,13,12,2,4,12,13,3,3,Астон Вилла , Вест Хэм,0,0,0
49,64,36,17,4,6,3,11,1,8,9,4,5,8,8,1,2,Саутгемптон , Борнмут,1,3,2
50,45,55,13,10,7,4,6,6,16,13,8,2,13,16,3,3,Лестер , Тоттенхэм,2,1,1
51,69,31,9,2,3,1,6,1,9,9,12,3,8,8,1,1,Эвертон , Шеффилд Юнайтед,0,2,2
52,42,58,8,8,6,2,2,6,11,10,7,3,9,11,2,0,Бернли , Норвич,2,0,1
53,68,32,24,4,11,4,13,0,5,9,5,4,9,5,2,2,Манчестер Сити , Уотфорд,8,0,1
54,29,71,9,9,4,3,5,6,12,8,5,3,8,12,0,3,Ньюкасл , Брайтон,0,0,0
55,50,50,9,7,4,4,5,3,7,10,6,7,10,7,1,0,Кристал Пэлас , Вулверхэмптон,1,1,0
56,47,53,7,5,6,3,1,2,8,9,3,7,9,8,2,1,Вест Хэм , Манчестер Юнайтед,2,0,1
57,55,45,10,5,2,3,8,2,8,13,6,4,13,7,7,1,Челси , Ливерпуль,1,2,2
58,58,42,16,12,6,9,10,3,13,15,9,4,14,13,2,0,Арсенал , Астон Вилла,3,2,1
59,30,70,8,13,2,4,6,9,8,4,6,5,4,8,0,1,Шеффилд Юнайтед , Ливерпуль,0,1,2
60,42,58,7,12,4,6,3,6,5,16,6,6,16,5,1,1,Тоттенхэм , Саутгемптон,2,1,1
61,40,60,6,11,2,5,4,6,5,6,1,6,5,5,2,1,Вулверхэмптон , Уотфорд,2,0,1
62,50,50,9,10,5,6,4,4,7,8,6,6,8,7,2,2,Борнмут , Вест Хэм,2,2,0
63,52,48,14,5,10,1,4,4,5,13,5,2,11,5,1,2,Челси , Брайтон,2,0,1
64,45,55,9,5,3,3,6,2,14,10,5,5,10,14,2,1,Кристал Пэлас , Норвич,2,0,1
65,60,40,10,7,3,3,7,4,10,16,7,3,16,10,2,0,Астон Вилла , Бернли,2,2,0
66,38,62,11,15,8,8,3,7,4,8,5,2,8,4,2,5,Эвертон , Манчестер Сити,1,3,2
67,68,32,10,3,5,0,5,3,12,9,9,0,9,11,0,1,Лестер , Ньюкасл,5,0,1
68,54,46,10,8,4,5,6,3,18,13,8,7,12,17,2,4,Манчестер Юнайтед , Арсенал,1,1,0
69,48,52,10,6,6,3,4,3,11,7,4,4,7,10,1,1,Брайтон , Тоттенхэм,3,0,1
70,40,60,6,7,2,3,4,4,7,6,7,7,6,7,2,3,Уотфорд , Шеффилд Юнайтед,0,0,0
71,50,50,14,2,8,1,6,1,9,17,4,6,17,8,3,2,Ливерпуль , Лестер,2,1,1
72,57,43,13,19,5,12,8,7,14,17,10,6,17,13,0,1,Норвич , Астон Вилла,1,5,2
73,41,59,7,6,3,2,4,4,5,12,7,9,12,5,5,1,Бернли , Эвертон,1,0,1
74,51,49,8,5,4,4,4,1,11,7,2,2,7,9,2,4,Вест Хэм , Кристал Пэлас,1,2,2
75,44,56,9,11,3,7,6,4,8,15,3,5,15,7,1,0,Саутгемптон , Челси,1,4,2
76,52,48,8,9,2,2,6,7,12,6,14,5,6,12,0,0,Арсенал , Борнмут,1,0,1
77,76,24,8,5,2,2,6,3,11,14,9,1,14,11,1,2,Манчестер Сити , Вулверхэмптон,0,2,2
78,32,68,7,8,2,3,5,5,12,10,4,6,9,9,1,2,Ньюкасл , Манчестер Юнайтед,1,0,1
79,51,49,15,7,10,4,5,3,15,15,11,2,14,15,9,4,Эвертон , Вест Хэм,2,0,1
80,57,43,4,10,1,5,3,5,10,17,1,3,14,9,1,2,Вулверхэмптон , Саутгемптон,1,1,0
81,69,31,5,4,2,2,3,2,5,9,11,2,8,5,5,1,Тоттенхэм , Уотфорд,1,1,0
82,64,36,12,7,3,4,9,3,4,10,9,4,10,4,2,3,Лестер , Бернли,2,1,1
83,49,51,16,13,8,5,8,8,9,17,7,5,17,9,1,0,Астон Вилла , Брайтон,2,1,1
84,48,52,8,7,2,1,6,6,8,11,6,7,11,8,2,2,Борнмут , Норвич,0,0,0
85,71,29,12,4,8,0,4,4,9,12,11,0,12,9,1,1,Челси , Ньюкасл,1,0,1
86,29,71,5,18,2,10,3,8,8,10,1,8,10,8,3,2,Кристал Пэлас , Манчестер Сити,0,2,2
87,32,68,6,8,2,4,4,4,6,14,3,1,13,6,4,1,Манчестер Юнайтед , Ливерпуль,1,1,0
88,32,68,7,7,2,3,5,4,10,12,7,12,11,8,1,1,Шеффилд Юнайтед , Арсенал,1,0,1
89,28,72,5,20,3,15,2,5,3,12,2,7,11,3,1,0,Саутгемптон , Лестер,0,9,2
90,63,37,18,7,10,5,8,2,10,5,13,7,5,10,1,2,Манчестер Сити , Астон Вилла,3,0,1
91,60,40,11,7,4,4,7,3,7,10,10,4,10,7,4,4,Вест Хэм , Шеффилд Юнайтед,1,1,0
92,55,45,7,8,4,6,3,2,12,12,0,5,12,12,3,2,Брайтон , Эвертон,3,2,1
93,41,59,6,8,3,5,3,3,14,8,5,10,6,14,5,3,Уотфорд , Борнмут,0,0,0
94,37,63,10,9,5,7,5,2,7,8,5,6,7,7,1,0,Бернли , Челси,2,4,2
95,44,56,9,10,2,5,7,5,8,16,3,6,15,8,1,1,Ньюкасл , Вулверхэмптон,1,1,0
96,68,32,16,9,13,4,3,5,9,11,8,3,11,7,0,4,Ливерпуль , Тоттенхэм,2,1,1
97,47,53,8,18,3,11,5,7,13,10,1,10,10,12,1,0,Норвич , Манчестер Юнайтед,1,3,2
98,56,44,14,6,6,4,8,2,18,9,12,5,8,18,1,1,Арсенал , Кристал Пэлас,2,2,0
99,43,57,10,10,6,4,4,6,14,12,4,10,12,13,1,4,Борнмут , Манчестер Юнайтед,1,0,1
100,69,31,12,12,6,9,6,3,10,7,7,3,7,10,1,4,Вест Хэм , Ньюкасл,2,3,2
101,57,43,9,12,4,8,5,4,6,15,8,9,15,6,2,2,Арсенал , Вулверхэмптон,1,1,0
102,75,25,13,3,4,3,9,0,11,10,17,0,9,9,3,0,Манчестер Сити , Саутгемптон,2,1,1
103,46,54,11,5,6,0,5,5,8,12,7,6,11,8,1,0,Шеффилд Юнайтед , Бернли,3,0,1
104,58,42,17,4,5,0,12,4,11,8,8,3,8,11,3,1,Брайтон , Норвич,2,0,1
105,27,73,3,16,2,6,1,10,12,9,2,10,8,11,3,2,Астон Вилла , Ливерпуль,1,2,2
106,33,67,8,12,3,10,5,2,8,5,2,6,5,8,0,0,Уотфорд , Челси,1,2,2
107,45,55,8,12,3,5,5,7,15,16,5,6,16,13,2,1,Кристал Пэлас , Лестер,0,2,2
108,48,52,6,4,3,2,3,2,9,8,5,2,8,9,1,2,Эвертон , Тоттенхэм,1,1,0
109,65,35,12,8,5,2,7,6,7,13,10,4,13,7,1,0,Норвич , Уотфорд,0,2,2
110,60,40,15,2,5,1,10,1,9,17,7,0,17,9,0,0,Челси , Кристал Пэлас,2,0,1
111,40,60,13,6,12,4,1,2,17,10,11,4,10,16,7,1,Бернли , Вест Хэм,3,0,1
112,34,66,14,11,9,4,5,7,10,5,5,4,5,10,4,1,Ньюкасл , Борнмут,2,1,1
113,61,39,13,11,5,4,8,7,6,9,4,4,9,6,1,6,Тоттенхэм , Шеффилд Юнайтед,1,1,0
114,48,52,4,14,3,5,1,9,12,12,5,9,11,12,2,0,Саутгемптон , Эвертон,1,2,2
115,50,50,16,5,7,1,9,4,10,10,5,4,10,10,1,2,Лестер , Арсенал,2,0,1
116,50,50,12,9,5,4,7,5,17,8,6,3,5,15,0,1,Вулверхэмптон , Астон Вилла,2,1,1
117,43,57,16,5,11,2,5,3,10,14,5,2,14,10,0,4,Манчестер Юнайтед , Брайтон,3,1,1
118,45,55,10,10,5,3,5,7,10,5,4,13,5,10,3,5,Ливерпуль , Манчестер Сити,3,1,1
119,48,52,8,12,4,6,4,6,12,14,3,7,14,11,4,6,Вест Хэм , Тоттенхэм,2,3,2
120,40,60,13,8,6,4,7,4,8,7,9,8,7,8,3,0,Кристал Пэлас , Ливерпуль,1,2,2
121,52,48,4,17,0,9,4,8,9,1,6,7,1,8,2,1,Брайтон , Лестер,0,2,2
122,61,39,8,8,4,5,4,3,14,13,7,5,13,14,2,2,Уотфорд , Бернли,0,3,2
123,57,43,14,8,7,5,7,3,12,11,7,7,11,11,0,0,Эвертон , Норвич,0,2,2
124,61,39,8,17,5,6,3,11,13,19,6,8,19,12,2,1,Арсенал , Саутгемптон,2,2,0
125,47,53,6,15,2,8,4,7,10,12,5,9,9,10,0,4,Борнмут , Вулверхэмптон,1,2,2
126,47,53,11,8,4,2,7,6,5,9,8,3,9,5,3,4,Манчестер Сити , Челси,2,1,1
127,41,59,9,9,8,5,1,4,13,10,6,3,9,13,3,1,Шеффилд Юнайтед , Манчестер Юнайтед,3,3,0
128,62,38,14,8,8,5,6,3,10,9,11,6,9,10,1,2,Астон Вилла , Ньюкасл,2,0,1
129,24,76,6,17,3,9,3,8,4,6,1,10,6,3,3,3,Ньюкасл , Манчестер Сити,2,2,0
130,65,35,14,5,6,4,8,1,0,16,9,3,15,0,3,0,Челси , Вест Хэм,0,1,2
131,45,55,12,9,7,5,5,4,3,10,4,5,9,2,1,6,Ливерпуль , Брайтон,2,1,1
132,44,56,12,6,4,2,8,4,13,9,5,6,8,13,1,1,Бернли , Кристал Пэлас,0,2,2
133,52,48,12,14,5,6,7,8,10,12,4,8,12,9,1,0,Тоттенхэм , Борнмут,3,2,1
134,62,38,9,6,6,3,3,3,6,10,6,7,10,6,2,4,Саутгемптон , Уотфорд,2,1,1
135,59,41,7,9,3,4,4,5,12,18,7,2,16,12,1,3,Вулверхэмптон , Шеффилд Юнайтед,1,1,0
136,40,60,13,8,8,7,5,1,8,10,7,12,10,7,1,0,Норвич , Арсенал,2,2,0
137,69,31,13,8,6,3,7,5,7,9,4,4,9,7,1,3,Лестер , Эвертон,2,1,1
138,62,38,13,7,6,3,7,4,16,8,9,9,7,16,1,4,Манчестер Юнайтед , Астон Вилла,2,2,0
139,31,69,5,5,2,3,3,2,6,15,6,9,14,6,1,0,Кристал Пэлас , Борнмут,1,0,1
140,25,75,3,12,2,8,1,4,9,6,3,6,6,9,0,2,Бернли , Манчестер Сити,1,4,2
141,63,37,10,2,6,1,4,1,13,16,7,2,16,10,3,1,Лестер , Уотфорд,2,0,1
142,50,50,13,5,7,3,6,2,8,9,5,4,8,7,3,3,Вулверхэмптон , Вест Хэм,2,0,1
143,47,53,10,6,7,5,3,1,9,9,4,3,9,9,1,1,Манчестер Юнайтед , Тоттенхэм,2,1,1
144,64,36,15,4,9,3,6,1,18,10,9,5,9,18,0,1,Челси , Астон Вилла,2,1,1
145,41,59,10,8,5,3,5,5,12,7,6,1,7,12,3,1,Саутгемптон , Норвич,2,1,1
146,58,42,8,11,5,4,3,7,13,17,5,6,16,12,3,3,Ливерпуль , Эвертон,5,2,1
147,73,27,10,5,6,4,4,1,10,6,8,1,6,10,3,2,Шеффилд Юнайтед , Ньюкасл,0,2,2
148,50,50,9,14,5,9,4,5,10,11,9,9,10,9,7,0,Арсенал , Брайтон,1,2,2
149,30,70,10,11,7,4,3,7,14,9,1,5,8,14,2,3,Эвертон , Челси,3,1,1
150,27,73,1,16,0,9,1,7,5,6,1,4,6,5,5,1,Борнмут , Ливерпуль,0,3,2
151,49,51,10,6,7,1,3,5,12,8,1,1,7,12,1,2,Тоттенхэм , Бернли,5,0,1
152,50,50,7,2,3,0,4,2,15,16,6,2,16,15,1,1,Уотфорд , Кристал Пэлас,0,0,0
153,71,29,11,9,5,7,6,2,10,10,16,3,9,10,0,0,Манчестер Сити , Манчестер Юнайтед,1,2,2
154,41,59,11,16,2,8,9,8,21,15,8,6,14,21,0,1,Астон Вилла , Лестер,1,4,2
155,46,54,6,14,6,4,0,10,11,17,3,12,17,11,0,1,Ньюкасл , Саутгемптон,2,1,1
156,58,42,9,8,4,3,5,5,6,12,9,1,11,6,1,2,Норвич , Шеффилд Юнайтед,1,2,2
157,62,38,10,8,5,6,5,2,10,7,3,4,7,9,1,3,Брайтон , Вулверхэмптон,2,2,0
158,36,64,8,6,4,3,4,3,12,6,4,3,6,12,1,0,Вест Хэм , Арсенал,1,3,2
159,67,33,14,8,6,2,8,6,8,6,6,3,4,7,5,4,Ливерпуль , Уотфорд,2,0,1
160,67,33,10,3,5,2,5,1,9,14,9,4,14,9,3,1,Челси , Борнмут,0,1,2
161,56,44,13,6,5,3,8,3,11,15,12,4,12,11,0,1,Лестер , Норвич,1,1,0
162,48,52,6,7,4,0,2,7,15,12,4,3,11,15,3,1,Бернли , Ньюкасл,1,0,1
163,56,44,5,7,3,0,2,7,10,9,3,2,7,8,3,0,Шеффилд Юнайтед , Астон Вилла,2,0,1
164,57,43,11,7,2,4,9,3,9,14,5,8,12,9,4,2,Саутгемптон , Вест Хэм,0,1,2
165,66,34,16,8,8,3,8,5,10,12,6,5,12,10,2,3,Манчестер Юнайтед , Эвертон,1,1,0
166,57,43,9,8,5,5,4,3,14,10,11,2,10,12,0,1,Вулверхэмптон , Тоттенхэм,1,2,2
167,43,57,5,10,1,7,4,3,9,24,3,3,23,8,2,1,Арсенал , Манчестер Сити,0,3,2
168,35,65,10,13,4,10,6,3,7,12,3,7,12,6,0,1,Кристал Пэлас , Брайтон,1,1,0
169,43,57,5,6,0,2,5,4,10,11,5,4,10,10,0,1,Эвертон , Арсенал,0,0,0
170,50,50,12,6,7,4,5,2,7,14,4,11,14,7,3,2,Норвич , Вулверхэмптон,1,2,2
171,43,57,5,11,3,4,2,7,12,11,4,5,11,12,2,0,Ньюкасл , Кристал Пэлас,1,0,1
172,69,31,6,7,2,2,4,5,6,11,4,3,9,5,2,3,Брайтон , Шеффилд Юнайтед,0,1,2
173,64,36,3,1,0,1,3,0,13,21,4,5,20,13,2,0,Борнмут , Бернли,0,1,2
174,56,44,13,13,6,8,7,5,16,15,7,5,15,15,2,3,Астон Вилла , Саутгемптон,1,3,2
175,62,38,19,5,12,2,7,3,14,9,6,1,8,13,1,3,Манчестер Сити , Лестер,3,1,1
176,37,63,6,14,3,8,3,6,16,11,3,5,10,14,5,4,Уотфорд , Манчестер Юнайтед,2,0,1
177,45,55,3,9,1,3,2,6,9,11,3,5,11,8,0,2,Тоттенхэм , Челси,0,2,2
178,53,47,7,10,5,5,2,5,10,9,9,2,9,10,5,0,Тоттенхэм , Брайтон,2,1,1
179,66,34,8,3,3,3,5,0,10,9,8,1,9,9,1,2,Челси , Саутгемптон,0,2,2
180,58,42,10,4,4,2,6,2,11,8,9,1,8,11,4,1,Шеффилд Юнайтед , Уотфорд,1,1,0
181,43,57,7,12,2,6,5,6,15,12,5,8,12,15,1,0,Астон Вилла , Норвич,1,0,1
182,40,60,9,8,4,2,5,6,5,13,8,3,12,5,1,0,Борнмут , Арсенал,1,1,0
183,58,42,12,7,4,2,8,5,5,10,7,6,10,5,1,2,Кристал Пэлас , Вест Хэм,2,1,1
184,67,33,13,6,5,0,8,6,15,14,10,3,14,14,0,1,Эвертон , Бернли,1,0,1
185,73,27,17,7,10,2,7,5,10,7,5,0,6,9,1,1,Манчестер Юнайтед , Ньюкасл,4,1,1
186,42,58,2,13,0,6,2,7,5,7,2,8,7,4,6,3,Лестер , Ливерпуль,0,4,2
187,61,39,14,6,8,3,6,3,7,13,3,1,12,7,0,1,Вулверхэмптон , Манчестер Сити,3,2,1
188,55,45,12,5,6,2,6,3,9,11,9,2,10,9,3,0,Брайтон , Борнмут,2,0,1
189,43,57,14,16,5,9,9,7,13,13,5,8,12,12,3,2,Ньюкасл , Эвертон,1,2,2
190,59,41,9,5,5,2,4,3,13,7,12,4,7,13,2,2,Саутгемптон , Кристал Пэлас,1,1,0
191,49,51,11,5,6,2,5,3,16,9,6,3,9,15,1,3,Уотфорд , Астон Вилла,3,0,1
192,42,58,5,8,2,7,3,1,12,10,4,6,10,11,3,3,Норвич , Тоттенхэм,2,2,0
193,43,57,9,10,4,8,5,2,16,4,5,6,4,16,2,3,Вест Хэм , Лестер,1,2,2
194,39,61,6,8,1,5,5,3,17,10,5,4,8,17,5,2,Бернли , Манчестер Юнайтед,0,2,2
195,43,57,7,10,2,4,5,6,13,19,2,3,18,13,2,1,Арсенал , Челси,1,2,2
196,62,38,7,7,3,2,4,5,7,3,5,6,2,5,2,5,Ливерпуль , Вулверхэмптон,1,0,1
197,72,28,10,6,4,0,6,6,5,6,8,5,6,4,1,5,Манчестер Сити , Шеффилд Юнайтед,2,0,1
198,30,70,7,10,4,5,3,5,6,6,3,7,6,6,1,0,Вест Хэм , Ливерпуль,0,2,2
199,48,52,9,9,5,5,4,4,8,15,5,3,15,8,0,3,Брайтон , Челси,1,1,0
200,61,39,14,9,1,6,13,3,12,10,8,4,9,12,2,1,Бернли , Астон Вилла,1,2,2
201,24,76,4,15,2,10,2,5,8,12,4,5,12,8,0,3,Ньюкасл , Лестер,0,3,2
202,37,63,7,11,3,4,4,7,12,6,4,7,4,12,1,0,Уотфорд , Вулверхэмптон,2,1,1
203,41,59,7,7,3,5,4,2,21,8,6,9,8,20,1,3,Саутгемптон , Тоттенхэм,1,0,1
204,43,57,12,3,7,2,5,1,3,12,9,2,11,3,1,3,Вест Хэм , Борнмут,4,0,1
205,41,59,12,7,4,3,8,4,12,9,2,5,9,12,2,1,Норвич , Кристал Пэлас,1,1,0
