Unnamed: 0,Владение1,Владение2,Удары по воротам1,Удары по воротам2,Удары в створ1,Удары в створ2,Удары мимо1,Удары мимо2,Фолы1,Фолы2,Угловые удары1,Угловые удары2,Штрафные удары1,Штрафные удары2,Вне игры1,Вне игры2,Команда1,Команда2,Голы1,Голы2,Результат
206,65,35,14,5,7,2,7,3,11,11,3,6,11,11,3,1,Манчестер Сити , Эвертон,2,1,1
207,49,51,9,7,4,4,5,3,11,15,1,4,15,11,0,0,Арсенал , Манчестер Юнайтед,2,0,1
208,74,26,12,3,7,2,5,1,5,8,8,4,5,5,1,3,Ливерпуль , Шеффилд Юнайтед,2,0,1
209,47,53,9,7,3,2,6,5,11,6,7,3,5,11,3,1,Шеффилд Юнайтед , Вест Хэм,1,0,1
210,43,57,5,6,3,4,2,2,14,22,1,4,22,14,3,1,Кристал Пэлас , Арсенал,1,1,0
211,58,42,5,15,5,10,0,5,9,17,2,4,17,8,3,2,Лестер , Саутгемптон,1,2,2
212,53,47,10,8,6,2,4,6,7,7,4,3,6,6,2,2,Эвертон , Брайтон,1,0,1
213,59,41,10,5,6,3,4,2,18,7,4,2,7,17,2,0,Манчестер Юнайтед , Норвич,4,0,1
214,65,35,12,5,8,3,4,2,7,4,10,3,4,7,6,6,Челси , Бернли,3,0,1
215,65,35,7,3,4,1,3,2,13,12,5,2,12,12,0,1,Вулверхэмптон , Ньюкасл,1,1,0
216,34,66,12,12,4,7,8,5,4,8,4,3,8,4,2,2,Тоттенхэм , Ливерпуль,0,1,2
217,56,44,8,12,1,6,7,6,3,13,5,5,13,3,0,5,Борнмут , Уотфорд,0,3,2
218,30,70,5,20,1,12,4,8,5,12,2,4,11,3,1,0,Астон Вилла , Манчестер Сити,1,6,2
219,42,58,10,11,2,5,8,6,13,13,3,3,12,12,2,3,Уотфорд , Тоттенхэм,0,0,0
220,55,45,5,8,2,3,3,5,11,13,3,4,13,11,2,4,Брайтон , Астон Вилла,1,1,0
221,72,28,16,4,6,3,10,1,9,7,14,2,6,9,0,1,Манчестер Сити , Кристал Пэлас,2,2,0
222,66,34,10,4,5,3,5,1,10,10,4,5,9,8,0,3,Норвич , Борнмут,1,0,1
223,52,48,10,7,5,4,5,3,13,12,1,3,10,13,2,2,Саутгемптон , Вулверхэмптон,2,3,2
224,49,51,10,8,6,3,4,5,11,13,7,6,13,11,3,1,Вест Хэм , Эвертон,1,1,0
225,61,39,9,10,4,4,5,6,9,13,4,5,9,8,3,0,Арсенал , Шеффилд Юнайтед,1,1,0
226,31,69,7,11,2,4,5,7,9,14,1,10,13,9,1,2,Ньюкасл , Челси,1,0,1
227,45,55,7,14,5,8,2,6,14,8,4,5,7,14,1,0,Бернли , Лестер,2,1,1
228,53,47,11,8,5,4,6,4,7,10,11,5,10,7,2,3,Ливерпуль , Манчестер Юнайтед,2,0,1
229,64,36,13,5,5,2,8,3,11,18,6,3,18,10,0,3,Астон Вилла , Уотфорд,2,1,1
230,35,65,7,14,3,8,4,6,9,12,5,8,12,8,2,1,Борнмут , Брайтон,3,1,1
231,33,67,3,13,1,5,2,8,13,13,5,13,13,12,4,1,Шеффилд Юнайтед , Манчестер Сити,0,1,2
232,45,55,5,12,0,6,5,6,12,13,0,8,13,12,2,1,Кристал Пэлас , Саутгемптон,0,2,2
233,54,46,15,6,8,3,7,3,13,10,6,4,10,12,1,0,Эвертон , Ньюкасл,2,2,0
234,58,42,13,2,8,2,5,0,11,6,17,5,6,11,2,1,Челси , Арсенал,2,2,0
235,67,33,12,5,8,2,4,3,10,19,7,8,18,9,2,1,Лестер , Вест Хэм,4,1,1
236,50,50,8,9,3,2,5,7,12,7,7,3,6,12,1,0,Тоттенхэм , Норвич,2,1,1
237,72,28,17,4,7,2,10,2,11,7,5,2,7,11,2,2,Манчестер Юнайтед , Бернли,0,2,2
238,47,53,8,7,3,6,5,1,6,11,2,4,11,4,2,0,Вулверхэмптон , Ливерпуль,1,2,2
239,50,50,9,4,4,3,5,1,16,14,4,6,14,14,1,1,Лестер , Челси,2,2,0
240,40,60,11,14,6,5,5,9,10,15,1,8,13,10,1,3,Борнмут , Астон Вилла,2,1,1
241,61,39,12,11,9,4,3,7,9,15,6,11,13,7,2,5,Ливерпуль , Саутгемптон,4,0,1
242,45,55,8,9,2,5,6,4,17,14,4,4,13,17,0,2,Уотфорд , Эвертон,2,3,2
243,36,64,9,16,6,6,3,10,8,9,4,6,9,6,2,1,Вест Хэм , Брайтон,3,3,0
244,60,40,8,6,3,3,5,3,9,15,9,5,14,9,1,0,Кристал Пэлас , Шеффилд Юнайтед,0,1,2
245,44,56,9,13,5,4,4,9,10,15,8,12,15,10,3,0,Ньюкасл , Норвич,0,0,0
246,63,37,13,9,5,4,8,5,14,15,4,6,14,14,0,1,Манчестер Юнайтед , Вулверхэмптон,0,0,0
247,43,57,12,8,2,2,10,6,8,11,5,7,11,8,4,1,Бернли , Арсенал,0,0,0
248,34,66,3,12,3,6,0,6,8,14,2,6,13,6,2,0,Тоттенхэм , Манчестер Сити,2,0,1
249,47,53,12,8,8,2,4,6,11,12,4,6,10,11,1,2,Эвертон , Кристал Пэлас,3,1,1
250,67,33,7,4,2,2,5,2,9,12,3,2,12,9,2,2,Брайтон , Уотфорд,1,1,0
251,54,46,10,9,6,2,4,7,10,8,8,4,8,10,0,1,Шеффилд Юнайтед , Борнмут,2,1,1
252,41,59,11,5,3,3,8,2,13,10,7,0,9,12,2,0,Вулверхэмптон , Лестер,0,0,0
253,63,37,7,9,2,6,5,3,8,11,4,3,11,6,1,3,Саутгемптон , Бернли,1,2,2
254,37,63,4,13,1,6,3,7,5,11,2,7,11,5,1,0,Норвич , Ливерпуль,0,1,2
255,54,46,12,16,4,10,8,6,12,10,12,7,8,12,0,1,Астон Вилла , Тоттенхэм,2,3,2
256,68,32,13,7,7,2,6,5,15,9,5,6,9,15,1,4,Арсенал , Ньюкасл,4,0,1
257,61,39,7,7,1,3,6,4,11,11,9,8,11,9,2,0,Челси , Манчестер Юнайтед,0,2,2
258,77,23,12,2,7,0,5,2,5,7,6,1,6,5,1,3,Манчестер Сити , Вест Хэм,2,0,1
259,50,50,15,3,7,3,8,0,14,14,3,5,13,14,1,0,Челси , Тоттенхэм,2,1,1
260,66,34,8,6,3,2,5,4,5,6,12,2,5,4,3,2,Шеффилд Юнайтед , Брайтон,1,1,0
261,43,57,12,8,10,4,2,4,9,9,7,4,6,8,1,1,Бернли , Борнмут,3,0,1
262,46,54,20,1,9,1,11,0,13,17,9,6,17,13,0,2,Саутгемптон , Астон Вилла,2,0,1
263,45,55,16,5,9,2,7,3,15,11,7,5,10,14,0,3,Кристал Пэлас , Ньюкасл,1,0,1
264,32,68,7,13,3,7,4,6,14,10,3,7,10,13,1,1,Лестер , Манчестер Сити,0,1,2
265,58,42,18,4,9,2,9,2,6,15,3,5,14,6,1,1,Манчестер Юнайтед , Уотфорд,3,0,1
266,40,60,15,5,6,4,9,1,11,6,4,1,6,11,1,0,Вулверхэмптон , Норвич,3,0,1
267,51,49,9,13,4,5,5,8,12,12,6,3,12,12,2,2,Арсенал , Эвертон,3,2,1
268,69,31,17,6,7,4,10,2,4,10,16,8,9,4,2,2,Ливерпуль , Вест Хэм,3,2,1
269,43,57,7,12,6,4,1,8,13,16,6,7,15,13,2,0,Норвич , Лестер,1,0,1
270,66,34,17,9,8,3,9,6,8,9,8,7,9,8,1,3,Брайтон , Кристал Пэлас,0,1,2
271,54,46,10,4,4,0,6,4,11,9,11,7,9,10,2,2,Ньюкасл , Бернли,0,0,0
272,27,73,8,18,5,6,3,12,8,5,4,14,5,8,1,2,Борнмут , Челси,2,2,0
273,34,66,12,5,7,2,5,3,8,11,4,9,7,7,0,1,Вест Хэм , Саутгемптон,3,1,1
274,30,70,12,5,5,1,7,4,4,8,3,5,8,3,5,1,Уотфорд , Ливерпуль,3,0,1
275,65,35,7,11,5,4,2,7,12,14,4,5,14,11,0,0,Тоттенхэм , Вулверхэмптон,2,3,2
276,45,55,11,10,5,5,6,5,11,11,13,8,9,10,3,1,Эвертон , Манчестер Юнайтед,1,1,0
277,74,26,10,4,6,4,4,0,10,12,9,4,12,7,1,5,Ливерпуль , Борнмут,2,1,1
278,45,55,6,5,3,3,3,2,12,16,8,8,16,11,2,1,Кристал Пэлас , Уотфорд,1,0,1
279,42,58,8,9,4,5,4,4,12,8,10,5,7,12,1,3,Шеффилд Юнайтед , Норвич,1,0,1
280,38,62,4,10,3,7,1,3,14,15,5,8,13,13,0,2,Саутгемптон , Ньюкасл,0,1,2
281,68,32,5,12,2,6,3,6,11,9,6,7,8,11,2,2,Арсенал , Вест Хэм,1,0,1
282,44,56,8,5,1,1,7,4,4,7,2,0,7,4,0,0,Вулверхэмптон , Брайтон,0,0,0
283,45,55,12,8,8,2,4,6,16,11,4,5,11,15,2,0,Бернли , Тоттенхэм,1,1,0
284,60,40,16,2,11,1,5,1,8,10,6,1,8,8,0,1,Челси , Эвертон,4,0,1
285,28,72,8,7,6,4,2,3,11,9,2,11,9,10,1,2,Манчестер Юнайтед , Манчестер Сити,2,0,1
286,64,36,14,4,7,1,7,3,15,12,9,0,11,15,3,2,Лестер , Астон Вилла,4,0,1
287,30,70,5,8,3,5,2,3,14,11,7,3,10,14,4,0,Кристал Пэлас , Саутгемптон,1,0,1
288,49,51,9,4,6,3,3,1,9,6,9,0,5,9,2,5,Ливерпуль , Лидс,4,3,1
289,58,42,8,9,3,2,5,7,13,7,8,7,7,11,2,4,Вест Хэм , Ньюкасл,0,2,2
290,36,64,4,10,1,7,3,3,12,9,2,5,9,11,4,3,Вест Бромвич , Лестер,0,3,2
291,51,49,6,11,5,4,1,7,15,7,5,3,6,14,0,1,Тоттенхэм , Эвертон,0,1,2
292,55,45,7,9,2,4,5,5,13,7,12,5,7,13,4,0,Шеффилд Юнайтед , Вулверхэмптон,0,2,2
293,52,48,9,7,3,5,6,2,8,13,4,3,11,8,0,3,Брайтон , Челси,1,3,2
294,71,29,12,5,7,4,5,1,9,11,11,1,10,8,1,1,Эвертон , Вест Бромвич,5,2,1
295,50,50,9,11,7,6,2,5,13,18,5,3,17,12,3,0,Лидс , Фулхэм,4,3,1
296,75,25,8,11,4,5,4,6,13,10,9,3,10,12,1,2,Манчестер Юнайтед , Кристал Пэлас,1,3,2
297,62,38,4,9,3,3,1,6,11,13,7,5,12,11,5,2,Арсенал , Вест Хэм,2,1,1
298,52,48,12,7,7,6,5,1,17,18,3,2,17,14,2,6,Саутгемптон , Тоттенхэм,2,5,2
299,48,52,4,12,0,6,4,6,16,15,7,1,15,15,1,2,Ньюкасл , Брайтон,0,3,2
300,39,61,5,15,3,6,2,9,10,6,1,11,6,8,1,1,Челси , Ливерпуль,0,2,2
301,67,33,8,13,6,5,2,8,11,13,15,4,12,11,0,1,Лестер , Бернли,4,2,1
302,71,29,13,3,2,1,11,2,12,13,10,4,13,12,1,0,Астон Вилла , Шеффилд Юнайтед,1,0,1
303,35,65,6,12,1,9,5,3,7,8,4,6,7,7,2,3,Вулверхэмптон , Манчестер Сити,1,3,2
304,53,47,14,4,5,3,9,1,18,16,7,1,16,17,1,4,Брайтон , Манчестер Юнайтед,2,3,2
305,43,57,3,8,1,5,2,3,16,15,7,6,14,14,1,0,Кристал Пэлас , Эвертон,1,2,2
306,25,75,7,16,3,10,4,6,8,16,3,9,15,7,1,0,Вест Бромвич , Челси,3,3,0
307,53,47,6,3,2,1,4,2,8,10,8,2,10,7,2,1,Бернли , Саутгемптон,0,1,2
308,37,63,9,14,4,9,5,5,18,4,5,7,4,15,2,1,Шеффилд Юнайтед , Лидс,0,1,2
309,65,35,19,3,12,1,7,2,15,9,10,4,8,14,0,1,Тоттенхэм , Ньюкасл,1,1,0
310,71,29,12,7,5,7,7,0,13,8,3,4,8,12,2,3,Манчестер Сити , Лестер,2,5,2
311,37,63,14,6,7,2,7,4,7,11,1,3,11,7,3,2,Вест Хэм , Вулверхэмптон,4,0,1
312,65,35,12,9,3,5,9,4,18,14,5,3,14,18,0,3,Фулхэм , Астон Вилла,0,3,2
313,66,34,15,4,8,3,7,1,11,7,7,3,7,11,0,5,Ливерпуль , Арсенал,3,1,1
314,70,30,12,2,6,0,6,2,17,13,8,5,11,16,1,0,Челси , Кристал Пэлас,4,0,1
315,44,56,8,6,6,3,2,3,13,14,3,10,13,12,0,2,Эвертон , Брайтон,4,2,1
316,52,48,9,16,7,2,2,14,11,12,7,10,12,11,2,3,Лидс , Манчестер Сити,1,1,0
317,48,52,9,5,5,3,4,2,13,17,3,4,17,13,4,5,Ньюкасл , Бернли,3,1,1
318,69,31,2,11,0,6,2,5,10,8,6,4,8,10,4,2,Лестер , Вест Хэм,0,3,2
319,61,39,12,3,7,2,5,1,19,10,5,1,10,17,1,1,Саутгемптон , Вест Бромвич,2,0,1
320,64,36,5,4,5,2,0,2,3,9,2,4,8,3,0,3,Арсенал , Шеффилд Юнайтед,2,1,1
321,48,52,8,7,5,2,3,5,15,8,6,2,6,15,0,0,Вулверхэмптон , Фулхэм,1,0,1
322,39,61,4,14,2,8,2,6,14,11,2,4,11,13,1,0,Манчестер Юнайтед , Тоттенхэм,1,6,2
323,31,69,15,9,11,8,4,1,7,10,2,7,10,7,2,1,Астон Вилла , Ливерпуль,7,2,1
324,42,58,10,16,5,8,5,8,15,9,2,5,8,13,2,3,Эвертон , Ливерпуль,2,2,0
325,53,47,8,11,5,6,3,5,11,9,6,2,8,10,3,1,Челси , Саутгемптон,3,3,0
326,58,42,9,8,5,3,4,5,15,10,6,6,10,15,0,2,Манчестер Сити , Арсенал,1,0,1
327,37,63,6,20,4,14,2,6,9,12,0,7,12,9,0,2,Ньюкасл , Манчестер Юнайтед,1,4,2
328,42,58,9,11,6,6,3,5,5,9,2,5,9,4,4,0,Шеффилд Юнайтед , Фулхэм,1,1,0
329,35,65,1,12,1,3,0,9,13,13,2,5,13,12,1,2,Кристал Пэлас , Брайтон,1,1,0
330,51,49,10,8,6,4,4,4,13,12,3,7,12,13,1,3,Тоттенхэм , Вест Хэм,3,3,0
331,50,50,7,9,5,4,2,5,18,18,2,7,18,17,2,3,Лестер , Астон Вилла,0,1,2
332,56,44,11,8,6,4,5,4,15,17,8,2,16,15,2,0,Вест Бромвич , Бернли,0,0,0
333,67,33,9,4,2,3,7,1,13,12,8,3,11,13,1,2,Лидс , Вулверхэмптон,0,1,2
334,41,59,9,22,4,9,5,13,14,17,6,5,17,14,0,0,Астон Вилла , Лидс,0,3,2
335,31,69,5,13,2,7,3,6,14,6,2,10,6,13,1,0,Вест Хэм , Манчестер Сити,1,1,0
336,64,36,12,13,3,10,9,3,11,11,4,4,11,11,1,2,Фулхэм , Кристал Пэлас,1,2,2
337,50,50,9,3,4,1,5,2,8,6,9,6,6,8,2,0,Манчестер Юнайтед , Челси,0,0,0
338,62,38,12,9,5,2,7,7,7,15,7,3,15,6,2,0,Ливерпуль , Шеффилд Юнайтед,2,1,1
339,54,46,12,3,6,2,6,1,11,11,4,5,11,10,1,1,Саутгемптон , Эвертон,2,0,1
340,63,37,11,2,3,2,8,0,10,10,2,3,9,10,0,0,Вулверхэмптон , Ньюкасл,1,1,0
341,56,44,8,5,4,2,4,3,13,9,9,3,9,13,1,0,Арсенал , Лестер,0,1,2
342,50,50,4,8,3,3,1,5,14,7,6,2,7,14,2,1,Брайтон , Вест Бромвич,1,1,0
343,39,61,9,5,4,3,5,2,9,7,4,5,7,8,4,2,Бернли , Тоттенхэм,0,1,2
344,45,55,13,5,5,2,8,3,13,4,7,6,4,12,0,2,Вулверхэмптон , Кристал Пэлас,2,0,1
345,36,64,2,12,1,8,1,4,14,6,2,5,6,13,0,2,Шеффилд Юнайтед , Манчестер Сити,0,1,2
346,37,63,4,10,0,9,4,1,10,15,3,4,13,10,1,4,Бернли , Челси,0,3,2
347,72,28,8,3,5,3,3,0,13,14,1,2,14,13,1,0,Ливерпуль , Вест Хэм,2,1,1
348,55,45,12,8,10,4,2,4,12,17,11,1,17,11,2,2,Астон Вилла , Саутгемптон,3,4,2
349,38,62,7,10,4,4,3,6,9,10,5,4,10,8,1,0,Ньюкасл , Эвертон,2,1,1
350,53,47,5,7,2,2,3,5,12,12,6,3,12,11,4,0,Манчестер Юнайтед , Арсенал,0,1,2
351,44,56,9,4,3,2,6,2,14,13,4,5,11,13,0,4,Тоттенхэм , Брайтон,2,1,1
352,46,54,9,5,6,1,3,4,13,11,5,2,10,12,1,4,Фулхэм , Вест Бромвич,2,0,1
353,67,33,9,9,4,8,5,1,9,5,10,3,5,9,2,0,Лидс , Лестер,1,4,2
354,58,42,10,4,3,1,7,3,11,5,5,3,3,10,1,1,Брайтон , Бернли,0,0,0
355,60,40,10,3,8,2,2,1,12,11,8,3,10,11,4,1,Саутгемптон , Ньюкасл,2,0,1
356,54,46,6,10,1,5,5,5,12,19,5,2,19,12,3,1,Эвертон , Манчестер Юнайтед,1,3,2
357,36,64,8,7,6,3,2,4,9,16,3,6,15,8,1,1,Кристал Пэлас , Лидс,4,1,1
358,70,30,14,4,9,3,5,1,5,14,6,7,14,5,1,1,Челси , Шеффилд Юнайтед,4,1,1
359,53,47,15,7,7,3,8,4,10,9,9,5,9,9,3,2,Вест Хэм , Фулхэм,1,0,1
360,42,58,9,11,2,5,7,6,17,12,9,6,12,14,1,1,Вест Бромвич , Тоттенхэм,0,1,2
361,50,50,7,7,3,2,4,5,12,8,6,3,7,11,0,0,Лестер , Вулверхэмптон,1,0,1
362,54,46,6,7,2,3,4,4,19,11,1,2,9,18,2,5,Манчестер Сити , Ливерпуль,1,1,0
363,58,42,10,6,2,6,8,0,11,13,3,8,13,11,1,1,Арсенал , Астон Вилла,0,3,2
364,29,71,5,9,1,3,4,6,11,12,7,4,12,10,2,2,Ньюкасл , Челси,0,2,2
365,55,45,10,6,4,3,6,3,5,18,12,3,18,5,2,0,Астон Вилла , Брайтон,1,2,2
366,34,66,2,11,2,5,0,6,13,19,0,10,16,13,1,2,Тоттенхэм , Манчестер Сити,2,0,1
367,63,37,9,6,7,2,2,4,12,17,8,2,16,12,1,1,Манчестер Юнайтед , Вест Бромвич,1,0,1
368,54,46,10,7,6,7,4,0,14,10,2,5,8,13,2,3,Фулхэм , Эвертон,2,3,2
369,50,50,8,8,5,3,3,5,7,6,2,6,6,7,4,2,Шеффилд Юнайтед , Вест Хэм,0,1,2
370,66,34,20,8,4,2,16,6,9,8,5,3,8,9,0,2,Лидс , Арсенал,0,0,0
371,56,44,21,9,13,4,8,5,15,6,10,3,6,15,2,1,Ливерпуль , Лестер,3,0,1
372,47,53,7,10,4,5,3,5,13,9,4,7,8,13,2,2,Бернли , Кристал Пэлас,1,0,1
373,46,54,14,5,9,2,5,3,14,14,7,4,14,14,2,1,Вулверхэмптон , Саутгемптон,1,1,0
374,57,43,11,12,3,7,8,5,9,10,7,3,10,9,0,0,Кристал Пэлас , Ньюкасл,0,2,2
375,41,59,9,3,3,2,6,1,9,13,4,3,13,8,2,2,Брайтон , Ливерпуль,1,1,0
376,68,32,16,7,6,1,10,6,12,4,6,4,4,12,2,2,Манчестер Сити , Бернли,5,0,1
377,42,58,14,17,8,6,6,11,8,14,4,2,14,8,2,6,Эвертон , Лидс,0,1,2
378,49,51,13,15,6,5,7,10,10,9,14,9,8,9,2,2,Вест Бромвич , Шеффилд Юнайтед,1,0,1
379,50,50,8,11,5,6,3,5,12,12,5,9,12,11,0,0,Саутгемптон , Манчестер Юнайтед,2,3,2
380,60,40,10,4,3,1,7,3,20,9,3,3,9,19,3,1,Челси , Тоттенхэм,0,0,0
381,56,44,9,7,2,5,7,2,13,13,8,4,12,12,2,0,Арсенал , Вулверхэмптон,1,2,2
382,68,32,9,8,3,5,6,3,9,21,6,5,20,9,0,0,Лестер , Фулхэм,1,2,2
383,34,66,3,13,2,6,1,7,20,7,3,7,6,18,1,3,Вест Хэм , Астон Вилла,2,1,1
384,42,58,5,9,3,6,2,3,6,9,8,5,9,6,0,3,Бернли , Эвертон,1,1,0
385,68,32,13,5,5,1,8,4,7,6,9,3,5,7,1,1,Манчестер Сити , Фулхэм,2,0,1
386,40,60,15,12,6,6,9,6,9,10,5,4,9,9,4,3,Вест Хэм , Манчестер Юнайтед,1,3,2
387,46,54,18,7,11,3,7,4,12,9,8,4,9,12,1,4,Челси , Лидс,3,1,1
388,50,50,8,12,4,7,4,5,10,16,4,6,16,10,2,3,Вест Бромвич , Кристал Пэлас,1,5,2
389,30,70,3,8,1,4,2,4,13,6,6,5,6,13,4,4,Шеффилд Юнайтед , Лестер,1,2,2
390,31,69,4,9,3,2,1,7,16,12,3,9,12,15,1,0,Тоттенхэм , Арсенал,2,0,1
391,60,40,10,8,6,3,4,5,8,14,4,6,13,8,1,3,Ливерпуль , Вулверхэмптон,4,0,1
392,48,52,12,7,4,3,8,4,12,12,4,3,11,12,2,3,Брайтон , Саутгемптон,1,2,2
393,64,36,12,16,7,8,5,8,12,10,5,6,9,12,2,0,Лидс , Вест Хэм,1,2,2
394,50,50,11,8,7,2,4,6,23,15,5,8,14,21,0,2,Вулверхэмптон , Астон Вилла,0,1,2
395,46,54,8,7,7,3,1,4,9,12,4,3,12,9,3,2,Ньюкасл , Вест Бромвич,2,1,1
396,47,53,8,5,2,2,6,3,13,6,4,3,6,12,2,2,Манчестер Юнайтед , Манчестер Сити,0,0,0
397,28,72,7,7,4,3,3,4,10,11,6,6,11,9,4,1,Эвертон , Челси,1,0,1
398,68,32,13,3,6,0,7,3,8,14,8,4,13,8,3,0,Саутгемптон , Шеффилд Юнайтед,3,0,1
399,43,57,10,11,5,6,5,5,15,11,4,7,10,14,4,0,Кристал Пэлас , Тоттенхэм,1,1,0
400,25,75,9,8,5,6,4,2,9,5,6,8,4,7,2,2,Фулхэм , Ливерпуль,1,1,0
401,64,36,12,7,6,2,6,5,5,11,13,4,10,5,3,3,Арсенал , Бернли,0,1,2
402,54,46,11,8,6,4,5,4,9,10,9,5,10,8,4,1,Лестер , Брайтон,3,0,1
403,46,54,10,9,4,3,6,6,12,12,5,6,11,12,1,0,Вулверхэмптон , Челси,2,1,1
404,77,23,18,5,7,1,11,4,5,8,13,2,8,5,3,2,Манчестер Сити , Вест Бромвич,1,1,0
405,36,64,7,11,4,3,3,8,13,13,2,7,13,11,1,1,Арсенал , Саутгемптон,1,1,0
406,68,32,18,9,10,4,8,5,10,13,7,4,12,10,4,2,Лидс , Ньюкасл,5,2,1
407,61,39,6,7,2,6,4,1,12,9,4,6,9,12,2,2,Лестер , Эвертон,0,2,2
408,47,53,7,8,4,4,3,4,15,11,1,8,10,14,1,2,Фулхэм , Брайтон,0,0,0
409,75,25,12,8,11,2,1,6,8,9,7,4,8,7,2,0,Ливерпуль , Тоттенхэм,2,1,1
410,51,49,9,6,2,2,7,4,8,12,5,3,12,8,0,0,Вест Хэм , Кристал Пэлас,1,1,0
411,59,41,18,6,7,4,11,2,17,19,11,1,18,16,1,2,Астон Вилла , Бернли,0,0,0
412,41,59,11,13,6,9,5,4,17,8,6,3,6,17,2,4,Шеффилд Юнайтед , Манчестер Юнайтед,2,3,2
413,36,64,5,12,3,8,2,4,5,11,5,4,11,5,7,0,Кристал Пэлас , Ливерпуль,0,7,2
